item_id,category,name,file,line,discovery_state
UI_CTL_702,UIControl,IconButton @ L37,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,37,AUDITED
UI_CTL_703,UIControl,TextButton @ L42,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,42,AUDITED
UI_CTL_704,UIControl,TextFormField @ L387,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,387,AUDITED
UI_CTL_705,UIControl,TextFormField @ L404,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,404,AUDITED
UI_CTL_706,UIControl,TextFormField @ L420,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,420,AUDITED
UI_CTL_707,UIControl,ElevatedButton @ L438,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,438,AUDITED
UI_CTL_708,UIControl,IconButton @ L520,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,520,AUDITED
UI_CTL_709,UIControl,ElevatedButton @ L576,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,576,AUDITED
UI_CTL_710,UIControl,IconButton @ L671,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,671,AUDITED
SYM_711,Class,CatalogProductImage,lib/screens/catalog/widgets/catalog_product_image.dart,13,AUDITED
SYM_712,Class,ProductCard,lib/screens/catalog/widgets/product_card.dart,9,AUDITED
UI_CTL_713,UIControl,GestureDetector @ L35,lib/screens/catalog/widgets/product_card.dart,35,AUDITED
UI_CTL_714,UIControl,GestureDetector @ L84,lib/screens/catalog/widgets/product_card.dart,84,AUDITED
UI_CTL_715,UIControl,TextField @ L399,lib/screens/catalog/widgets/product_card.dart,399,AUDITED
UI_CTL_716,UIControl,TextButton @ L417,lib/screens/catalog/widgets/product_card.dart,417,AUDITED
UI_CTL_717,UIControl,ElevatedButton @ L421,lib/screens/catalog/widgets/product_card.dart,421,AUDITED
SYM_718,Class,EnterpriseApiClient,lib/core/api/enterprise_api_client.dart,19,AUDITED
SYM_719,Class,EnterpriseApiException,lib/core/api/enterprise_api_client.dart,300,AUDITED
SYM_720,Class,InitialBinding,lib/core/bindings/initial_binding.dart,76,AUDITED
SYM_721,Class,SupabaseConfig,lib/core/config/supabase_config.dart,5,AUDITED
NET_CALL_722,Network/Storage,Supabase @ L15,lib/core/config/supabase_config.dart,15,AUDITED
SYM_723,Class,FirebasePromptTemplateIds,lib/core/constants/firebase_prompt_template_ids.dart,7,AUDITED
SYM_724,Class,ChatRepository,lib/core/data/chat_repository.dart,13,AUDITED
SYM_725,Class,ApiProvider,lib/core/models/api_provider.dart,289,AUDITED
SYM_726,Class,AiResult,lib/core/models/api_provider.dart,376,AUDITED
SYM_727,Class,CanonicalAiRequest,lib/core/models/canonical_ai_request.dart,7,AUDITED
SYM_728,Class,ChatAttachment,lib/core/models/chat_attachment.dart,25,AUDITED
SYM_729,Class,ChatMessage,lib/core/models/chat_message.dart,30,AUDITED
SYM_730,Class,ManusMediaItem,lib/core/models/manus_media_models.dart,5,AUDITED
SYM_731,Class,ManusTaskStatus,lib/core/models/manus_media_models.dart,46,AUDITED
SYM_732,Class,ManusGatewayResponse,lib/core/models/manus_media_models.dart,128,AUDITED
SYM_733,Class,TikTokVideo,lib/core/models/tiktok_video.dart,1,AUDITED
SYM_734,Class,Back4AppCatalogRepository,lib/core/repositories/back4app_catalog_repository.dart,13,AUDITED
NET_CALL_735,Network/Storage,HTTP @ L80,lib/core/repositories/back4app_catalog_repository.dart,80,AUDITED
NET_CALL_736,Network/Storage,HTTP @ L198,lib/core/repositories/back4app_catalog_repository.dart,198,AUDITED
NET_CALL_737,Network/Storage,HTTP @ L278,lib/core/repositories/back4app_catalog_repository.dart,278,AUDITED
NET_CALL_738,Network/Storage,HTTP @ L295,lib/core/repositories/back4app_catalog_repository.dart,295,AUDITED
NET_CALL_739,Network/Storage,HTTP @ L370,lib/core/repositories/back4app_catalog_repository.dart,370,AUDITED
NET_CALL_740,Network/Storage,HTTP @ L392,lib/core/repositories/back4app_catalog_repository.dart,392,AUDITED
NET_CALL_741,Network/Storage,HTTP @ L416,lib/core/repositories/back4app_catalog_repository.dart,416,AUDITED
NET_CALL_742,Network/Storage,HTTP @ L450,lib/core/repositories/back4app_catalog_repository.dart,450,AUDITED
NET_CALL_743,Network/Storage,HTTP @ L471,lib/core/repositories/back4app_catalog_repository.dart,471,AUDITED
NET_CALL_744,Network/Storage,HTTP @ L509,lib/core/repositories/back4app_catalog_repository.dart,509,AUDITED
NET_CALL_745,Network/Storage,HTTP @ L544,lib/core/repositories/back4app_catalog_repository.dart,544,AUDITED
NET_CALL_746,Network/Storage,HTTP @ L599,lib/core/repositories/back4app_catalog_repository.dart,599,AUDITED
NET_CALL_747,Network/Storage,HTTP @ L639,lib/core/repositories/back4app_catalog_repository.dart,639,AUDITED
NET_CALL_748,Network/Storage,HTTP @ L673,lib/core/repositories/back4app_catalog_repository.dart,673,AUDITED
NET_CALL_749,Network/Storage,HTTP @ L737,lib/core/repositories/back4app_catalog_repository.dart,737,AUDITED
SYM_750,Class,CatalogRepository,lib/core/repositories/catalog_repository.dart,7,AUDITED
SYM_751,Class,ChatBrainService,lib/core/services/chat_brain_service.dart,6,AUDITED
SYM_752,Class,ChatStateService,lib/core/services/chat_state_service.dart,5,AUDITED
SYM_753,Class,LogService,lib/core/services/log_service.dart,6,AUDITED
SYM_754,Class,ShareReceiverService,lib/core/services/share_receiver_service.dart,11,AUDITED
SYM_755,Class,AppStorageService,lib/core/storage/app_storage_service.dart,8,AUDITED
NET_CALL_756,Network/Storage,SharedPreferences @ L32,lib/core/storage/app_storage_service.dart,32,AUDITED
SYM_757,Class,StorageKeys,lib/core/storage/storage_keys.dart,1,AUDITED
SYM_758,Class,AppStrings,lib/core/strings/app_strings.dart,1,AUDITED
SYM_759,Class,AuthValidation,lib/core/utils/auth_validation.dart,1,AUDITED
SYM_760,Class,ErrorHandler,lib/core/utils/error_handler.dart,6,AUDITED
SYM_761,Class,SmartException,lib/core/utils/error_handler.dart,141,AUDITED
SYM_762,Class,CompositeResult,lib/core/utils/image_utils.dart,9,AUDITED
SYM_763,Class,CompositionInput,lib/core/utils/image_utils.dart,16,AUDITED
SYM_764,Class,ImageUtils,lib/core/utils/image_utils.dart,37,AUDITED
SYM_765,Class,JsonUtils,lib/core/utils/json_utils.dart,4,AUDITED
SYM_766,Class,KeyRoutingHelper,lib/core/utils/key_routing_helper.dart,6,AUDITED
SYM_767,Class,LogService,lib/core/utils/log_service.dart,4,AUDITED
SYM_768,Class,ResponsiveHelper,lib/core/utils/responsive_helper.dart,4,AUDITED
SYM_769,Class,FluidGridHelper,lib/core/utils/responsive_helper.dart,38,AUDITED
SYM_770,Class,Result,lib/core/utils/result.dart,8,AUDITED
SYM_771,Class,Success,lib/core/utils/result.dart,25,AUDITED
SYM_772,Class,Failure,lib/core/utils/result.dart,44,AUDITED
SYM_773,Class,NetworkFailure,lib/core/utils/result.dart,83,AUDITED
SYM_774,Class,AiFailure,lib/core/utils/result.dart,88,AUDITED
SYM_775,Class,DatabaseFailure,lib/core/utils/result.dart,93,AUDITED
SYM_776,Class,PermissionFailure,lib/core/utils/result.dart,98,AUDITED
SYM_777,Class,ValidationFailure,lib/core/utils/result.dart,103,AUDITED
SYM_778,Class,TimeoutFailure,lib/core/utils/result.dart,108,AUDITED
SYM_779,Class,SmartUserException,lib/core/utils/smart_exception.dart,1,AUDITED
SYM_780,Class,SnackBarUtils,lib/core/utils/snackbar_utils.dart,5,AUDITED
UI_CTL_781,UIControl,InkWell @ L124,lib/core/utils/snackbar_utils.dart,124,AUDITED
SYM_782,Class,GlassContainer,lib/core/widgets/glass_container.dart,4,AUDITED
SYM_783,Class,GalacticBackgroundUnified,lib/core/theme/animations/galactic_background_unified.dart,6,AUDITED
SYM_784,Class,_Nebula,lib/core/theme/animations/galactic_background_unified.dart,62,AUDITED
SYM_785,Class,_StarPainter,lib/core/theme/animations/galactic_background_unified.dart,82,AUDITED
SYM_786,Class,SmartBouncyWrapper,lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,6,AUDITED
SYM_787,Class,_SmartBouncyWrapperState,lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,29,AUDITED
UI_CTL_788,UIControl,GestureDetector @ L76,lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,76,AUDITED
UI_CTL_789,UIControl,GestureDetector @ L84,lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,84,AUDITED
SYM_790,Class,SmartFluidPanel,lib/core/theme/ui_kit/smart_fluid_panel.dart,7,AUDITED
SYM_791,Class,SmartGlassCard,lib/core/theme/ui_kit/smart_glass_card.dart,6,AUDITED
SYM_792,Class,SmartNeonButton,lib/core/theme/ui_kit/smart_neon_button.dart,8,AUDITED
SYM_793,Class,SmartNeonTextField,lib/core/theme/ui_kit/smart_neon_text_field.dart,5,AUDITED
UI_CTL_794,UIControl,TextField @ L18,lib/core/theme/ui_kit/smart_neon_text_field.dart,18,AUDITED
UI_CTL_795,UIControl,TextField @ L41,lib/core/theme/ui_kit/smart_neon_text_field.dart,41,AUDITED
UI_CTL_796,UIControl,IconButton @ L54,lib/core/theme/ui_kit/smart_neon_text_field.dart,54,AUDITED
SYM_797,Class,SmartSoftIcon,lib/core/theme/ui_kit/smart_soft_icon.dart,6,AUDITED
SYM_798,Class,SmartStatBox,lib/core/theme/ui_kit/smart_stat_box.dart,5,AUDITED
SYM_799,Class,MockProductResearchAgent,lib/ai/agents/mock_product_research_agent.dart,4,AUDITED
SYM_800,Class,AgentFeatureFlags,lib/ai/core/agent_feature_flags.dart,1,AUDITED
SYM_801,Class,ReplyModeResult,lib/ai/core/agent_models.dart,53,AUDITED
SYM_802,Class,MediaAnalysisResult,lib/ai/core/agent_models.dart,63,AUDITED
SYM_803,Class,ProductVisionResult,lib/ai/core/agent_models.dart,75,AUDITED
SYM_804,Class,ProcessedInput,lib/ai/core/agent_models.dart,93,AUDITED
SYM_805,Class,AIIntentResult,lib/ai/core/agent_models.dart,113,AUDITED
SYM_806,Class,ProductGalleryData,lib/ai/core/agent_models.dart,161,AUDITED
SYM_807,Class,VideoDiscoveryData,lib/ai/core/agent_models.dart,191,AUDITED
SYM_808,Class,ExpertResearchData,lib/ai/core/agent_models.dart,217,AUDITED
SYM_809,Class,ImageGalleryData,lib/ai/core/agent_models.dart,255,AUDITED
SYM_810,Class,ImageItem,lib/ai/core/agent_models.dart,282,AUDITED
SYM_811,Class,ContentPlanData,lib/ai/core/agent_models.dart,319,AUDITED
SYM_812,Class,AgentRequest,lib/ai/core/agent_models.dart,359,AUDITED
SYM_813,Class,SuggestedAction,lib/ai/core/agent_models.dart,379,AUDITED
SYM_814,Class,IncomingMessage,lib/ai/core/agent_models.dart,404,AUDITED
SYM_815,Class,AiTask,lib/ai/core/agent_models.dart,437,AUDITED
SYM_816,Class,AiPlan,lib/ai/core/agent_models.dart,473,AUDITED
SYM_817,Class,AiPlanStep,lib/ai/core/agent_models.dart,487,AUDITED
SYM_818,Class,AgentResult,lib/ai/core/agent_models.dart,502,AUDITED
SYM_819,Class,AgentRouter,lib/ai/core/agent_router.dart,7,AUDITED
SYM_820,Class,AIConstants,lib/ai/core/ai_constants.dart,7,AUDITED
SYM_821,Class,BaseAgent,lib/ai/core/base_agent.dart,5,AUDITED
SYM_822,Class,AgentMemory,lib/ai/memory/agent_memory.dart,1,AUDITED
SYM_823,Class,AppContext,lib/ai/models/app_context.dart,6,AUDITED
SYM_824,Class,AgentResultRenderer,lib/ai/ui/agent_result_renderer.dart,11,AUDITED
SYM_825,Class,ContentPlanWidget,lib/ai/ui/content_plan_widget.dart,6,AUDITED
UI_CTL_826,UIControl,IconButton @ L116,lib/ai/ui/content_plan_widget.dart,116,AUDITED
UI_CTL_827,UIControl,ElevatedButton @ L196,lib/ai/ui/content_plan_widget.dart,196,AUDITED
SYM_828,Class,ResearchResultWidget,lib/ai/ui/expert_research_widget.dart,7,AUDITED
UI_CTL_829,UIControl,InkWell @ L336,lib/ai/ui/expert_research_widget.dart,336,AUDITED
UI_CTL_830,UIControl,OutlinedButton @ L382,lib/ai/ui/expert_research_widget.dart,382,AUDITED
SYM_831,Class,ImageGalleryWidget,lib/ai/ui/image_gallery_widget.dart,24,AUDITED
UI_CTL_832,UIControl,Switch @ L135,lib/ai/ui/image_gallery_widget.dart,135,AUDITED
UI_CTL_833,UIControl,GestureDetector @ L143,lib/ai/ui/image_gallery_widget.dart,143,AUDITED
UI_CTL_834,UIControl,GestureDetector @ L342,lib/ai/ui/image_gallery_widget.dart,342,AUDITED
UI_CTL_835,UIControl,ElevatedButton @ L453,lib/ai/ui/image_gallery_widget.dart,453,AUDITED
UI_CTL_836,UIControl,TextButton @ L465,lib/ai/ui/image_gallery_widget.dart,465,AUDITED
UI_CTL_837,UIControl,ListTile @ L636,lib/ai/ui/image_gallery_widget.dart,636,AUDITED
NET_CALL_838,Network/Storage,HTTP @ L659,lib/ai/ui/image_gallery_widget.dart,659,AUDITED
NET_CALL_839,Network/Storage,HTTP @ L708,lib/ai/ui/image_gallery_widget.dart,708,AUDITED
SYM_840,Class,ProductGalleryWidget,lib/ai/ui/product_gallery_widget.dart,8,AUDITED
SYM_841,Class,VideoDiscoveryWidget,lib/ai/ui/video_discovery_widget.dart,9,AUDITED
SYM_842,Class,_VideoCard,lib/ai/ui/video_discovery_widget.dart,84,AUDITED
UI_CTL_843,UIControl,GestureDetector @ L93,lib/ai/ui/video_discovery_widget.dart,93,AUDITED
SYM_844,Class,_PlatformInfo,lib/ai/ui/video_discovery_widget.dart,215,AUDITED
